1 	 0	EE	0	0	62
2 	 0	EE	0	0	144
3 	 0	EE	0	0	145
4 	 0	EE	0	0	51
6 	 0	EE	0	0	142
7 	 0	EE	0	0	76
8 	 0	EE	0	0	70
9 	 1	FH	1	0	79
9 	 1	FH	0	-1	82
9 	 1	FH	0	1	72
9 	 1	FH	1	-1	87
9 	 1	FH	-1	1	69
9 	 1	FH	0	0	44
9 	 1	FH	-1	0	86
10 	 1	FH	1	0	85
10 	 1	FH	0	-1	90
10 	 1	FH	0	1	84
10 	 1	FH	1	-1	77
10 	 1	FH	-1	1	78
10 	 1	FH	0	0	54
10 	 1	FH	-1	0	67
11 	 1	FH	1	0	89
11 	 1	FH	0	-1	32
11 	 1	FH	0	1	88
11 	 1	FH	1	-1	65
11 	 1	FH	-1	1	73
11 	 1	FH	0	0	35
11 	 1	FH	-1	0	83
12 	 1	FH	1	0	53
12 	 1	FH	0	-1	48
12 	 1	FH	0	1	38
12 	 1	FH	1	-1	46
12 	 1	FH	-1	1	39
12 	 1	FH	0	0	45
12 	 1	FH	-1	0	43
13 	 1	FH	1	0	136
13 	 1	FH	0	-1	138
13 	 1	FH	0	1	141
13 	 1	FH	1	-1	140
13 	 1	FH	-1	1	147
13 	 1	FH	0	0	139
13 	 1	FH	-1	0	137
14 	 1	FH	1	0	134
14 	 1	FH	0	-1	146
14 	 1	FH	0	1	91
14 	 1	FH	1	-1	132
14 	 1	FH	-1	1	130
14 	 1	FH	0	0	131
14 	 1	FH	-1	0	133
15 	 1	FH	1	0	127
15 	 1	FH	0	-1	135
15 	 1	FH	0	1	125
15 	 1	FH	1	-1	126
15 	 1	FH	0	0	119
15 	 1	FH	-1	1	129
15 	 1	FH	-1	0	128
16 	 1	FH	1	0	98
16 	 1	FH	0	-1	105
16 	 1	FH	1	-1	95
16 	 1	FH	-1	1	40
16 	 1	FH	0	0	96
16 	 1	FH	-1	0	101
17 	 1	FH	1	0	55
17 	 1	FH	0	-1	66
17 	 1	FH	0	1	75
17 	 1	FH	1	-1	63
17 	 1	FH	0	0	59
17 	 1	FH	-1	1	64
17 	 1	FH	-1	0	71
18 	 1	FH	1	0	123
18 	 1	FH	0	-1	113
18 	 1	FH	0	1	122
18 	 1	FH	1	-1	34
18 	 1	FH	-1	1	104
18 	 1	FH	0	0	106
18 	 1	FH	-1	0	100
19 	 1	FH	1	0	97
19 	 1	FH	0	-1	37
19 	 1	FH	0	1	99
19 	 1	FH	1	-1	111
19 	 1	FH	-1	1	121
19 	 1	FH	0	0	94
19 	 1	FH	-1	0	114
20 	 1	FH	1	0	118
20 	 1	FH	0	-1	120
20 	 1	FH	0	1	124
20 	 1	FH	1	-1	107
20 	 1	FH	-1	1	108
20 	 1	FH	0	0	102
20 	 1	FH	-1	0	109
