1 	 0	EE	0	0	78
2 	 0	EE	0	0	90
3 	 0	EE	0	0	89
4 	 0	EE	0	0	88
5 	 0	EE	0	0	77
6 	 0	EE	0	0	85
7 	 0	EE	0	0	84
8 	 0	EE	0	0	32
9 	 0	EE	0	0	69
10 	 0	EE	0	0	79
11 	 0	EE	0	0	76
12 	 0	EE	0	0	83
13 	 0	EE	0	0	70
14 	 0	EE	0	0	73
15 	 0	EE	0	0	86
16 	 0	EE	0	0	87
17 	 0	EE	0	0	82
18 	 0	EE	0	0	72
19 	 0	EE	0	0	67
20 	 0	EE	0	0	65
21 	 0	EE	0	0	35
22 	 0	EE	0	0	36
23 	 0	EE	0	0	44
24 	 0	EE	0	0	51
25 	 0	EE	0	0	142
26 	 0	EE	0	0	143
27 	 0	EE	0	0	145
28 	 0	EE	0	0	144
29 	 1	FH	1	0	98
29 	 1	FH	0	-1	105
29 	 1	FH	0	1	115
29 	 1	FH	1	-1	95
29 	 1	FH	-1	1	40
29 	 1	FH	0	0	96
29 	 1	FH	-1	0	101
30 	 1	FH	1	0	123
30 	 1	FH	0	-1	113
30 	 1	FH	0	1	122
30 	 1	FH	1	-1	34
30 	 1	FH	-1	1	104
30 	 1	FH	0	0	106
30 	 1	FH	-1	0	100
31 	 1	FH	1	0	97
31 	 1	FH	0	-1	37
31 	 1	FH	0	1	99
31 	 1	FH	1	-1	111
31 	 1	FH	-1	1	121
31 	 1	FH	0	0	94
31 	 1	FH	-1	0	114
32 	 1	FH	1	0	118
32 	 1	FH	0	-1	120
32 	 1	FH	0	1	124
32 	 1	FH	1	-1	107
32 	 1	FH	-1	1	108
32 	 1	FH	0	0	102
32 	 1	FH	-1	0	109
33 	 1	FH	1	0	136
33 	 1	FH	0	-1	138
33 	 1	FH	0	1	141
33 	 1	FH	1	-1	140
33 	 1	FH	-1	1	147
33 	 1	FH	0	0	139
33 	 1	FH	-1	0	137
34 	 1	FH	1	0	134
34 	 1	FH	0	-1	146
34 	 1	FH	0	1	91
34 	 1	FH	1	-1	132
34 	 1	FH	-1	1	130
34 	 1	FH	0	0	131
34 	 1	FH	-1	0	133
35 	 1	FH	1	0	127
35 	 1	FH	0	-1	135
35 	 1	FH	0	1	125
35 	 1	FH	1	-1	126
35 	 1	FH	0	0	119
35 	 1	FH	-1	1	129
35 	 1	FH	-1	0	128
36 	 1	FH	1	0	53
36 	 1	FH	0	-1	48
36 	 1	FH	0	1	38
36 	 1	FH	1	-1	46
36 	 1	FH	-1	1	39
36 	 1	FH	0	0	45
36 	 1	FH	-1	0	42
37 	 1	FH	1	0	55
37 	 1	FH	0	-1	66
37 	 1	FH	0	1	75
37 	 1	FH	1	-1	63
37 	 1	FH	0	0	59
37 	 1	FH	-1	1	64
37 	 1	FH	-1	0	71
38 	 1	FH	0	0	62
39 	 1	FH	0	0	54
40 	 1	FH	0	0	43
