#Module_ID	#ASIC_ID	#Channel	#ADC_To_MIP	#LowGain_To_HighGain_Transition	#LowGain_To_HighGain_Conversion	#TOT_To_LowGain_Transition	#TOT_To_LowGain_Conversion	#TOT_Offset	#Fully_calibrated
64	1	54	0.0224256	1575.44	8.15378	1113	5	177	0
64	1	56	0.0225056	1730.91	8.1077	1113	5	177	0
64	1	58	0.022954	1968.74	8.09378	1113	5	177	0
64	1	60	0.0220411	1788.7	8.28747	1113	5	177	0
64	1	62	0.0225818	2005.37	8.09604	1113	5	177	0
64	2	0	0.0225324	1934.17	7.99076	1113	5	177	0
64	2	2	0.0219737	1693.1	7.98676	1113	5	177	0
64	2	4	0.0220411	1961.16	7.86933	1113	5	177	0
64	2	6	0.0220752	1699.4	8.02493	1113	5	177	0
64	2	8	0.021464	2022.44	8.06426	1113	5	177	0
64	2	10	0.0221985	1564.53	7.9818	1113	5	177	0
64	2	12	0.02088	1559.74	8.13077	1113	5	177	0
64	2	14	0.0218831	1808.42	8.09735	1113	5	177	0
64	2	16	0.0222475	1724.09	8.2629	1113	5	177	0
64	2	18	0.0220865	1691.59	8.00503	1113	5	177	0
64	2	20	0.021637	1823.62	8.05442	1113	5	177	0
64	2	22	0.0218023	1809.74	7.97896	1113	5	177	0
64	2	24	0.0220764	1843.76	7.99586	1113	5	177	0
64	2	26	0.0218163	1754.74	8.10991	1100	5.12821	169	1
64	2	28	0.0216728	1797.16	8.06666	1113	5	177	0
64	2	30	0.0222009	1824.82	7.98753	1113	5	177	0
64	2	32	0.0218691	1616.18	7.97192	1113	5	177	0
64	2	34	0.0221238	1703.85	8.12065	1113	5	177	0
64	2	36	0.0218922	2076.9	8.0353	1102	4.56621	149	1
64	2	38	0.0218376	1566.69	8.00587	1113	5	177	0
64	2	40	0.0220666	1734.42	8.09533	1113	5	177	0
64	2	42	0.0217624	1720.11	8.0635	1113	5	177	0
64	2	44	0.0220826	1735.87	8.02465	1113	5	177	0
64	2	46	0.0213949	1716.09	8.095	1113	5	177	0
64	2	48	0.0220258	1802.48	7.98279	1113	5	177	0
64	2	50	0.0219811	1766.51	8.0634	1113	5	177	0
64	2	52	0.0225018	1860.37	8.16895	1113	5	177	0
64	2	54	0.0223359	1725.87	7.9702	1113	5	177	0
64	2	56	0.0219242	1735.88	7.99259	1113	5	177	0
64	2	58	0.0220642	1957.39	8.0851	1113	5	177	0
64	2	60	0.0220411	1823.88	7.97641	1113	5	177	0
64	2	62	0.0220662	2096.01	7.98603	1113	5	177	0
64	3	0	0.0233367	1476.73	7.84926	1113	5	177	0
64	3	2	0.0228883	1779.41	7.92062	1113	5	177	0
64	3	4	0.0232992	1967.65	7.93298	1113	5	177	0
64	3	6	0.0227486	1755.63	7.91436	1113	5	177	0
64	3	8	0.0231833	2011.87	7.95433	1113	5	177	0
64	3	10	0.0207009	2006.37	8.08502	1113	5	177	0
64	3	12	0.0218427	1931.17	8.13839	1113	5	177	0
64	3	14	0.0225714	1599.8	7.96509	1113	5	177	0
64	3	16	0.0227524	1748.12	7.93224	1113	5	177	0
64	3	18	0.022544	1640.97	7.94389	1113	5	177	0
64	3	20	0.0220411	2036.08	8.20763	1113	5	177	0
64	3	22	0.0220411	1823.88	7.97641	1113	5	177	0
64	3	24	0.0227483	1947.34	7.99072	1113	5	177	0
64	3	26	0.0225017	1687.6	7.96835	1113	5	177	0
64	3	28	0.0220411	1571.23	7.97855	1113	5	177	0
64	3	30	0.0228437	2190.45	7.96809	1113	5	177	0
64	3	32	0.0225219	1819.25	7.97322	1113	5	177	0
64	3	34	0.0227978	1769.25	8.07218	1113	5	177	0
64	3	36	0.0229679	2005.54	7.97792	1113	5	177	0
64	3	38	0.0225838	1744.5	7.96717	1113	5	177	0
64	3	40	0.0226287	1686.11	7.87313	1113	5	177	0
64	3	42	0.0229328	1522.54	8.0231	1113	5	177	0
64	3	44	0.0224568	1551.72	7.97763	1113	5	177	0
64	3	46	0.0230852	1831.25	8.02975	1113	5	177	0
64	3	48	0.0223269	1782.02	8.03698	1113	5	177	0
64	3	50	0.0231122	1699.13	7.93556	1113	5	177	0
64	3	52	0.0224496	1882.72	7.94317	1113	5	177	0
64	3	54	0.0224436	1932.91	7.99467	1113	5	177	0
64	3	56	0.0224821	1698.08	7.97099	1113	5	177	0
64	3	58	0.0220411	1680.45	9.00685	1113	5	177	0
64	3	60	0.021819	2077.2	8.2698	1113	5	177	0
64	3	62	0.022395	1428.47	7.88061	1113	5	177	0
55	0	0	0.0218313	1642.81	7.68591	1113	5	177	0
55	0	2	0.0213684	1611.41	7.79876	1113	5	177	0
55	0	4	0.0215297	1764.41	7.83241	1113	5	177	0
55	0	6	0.02232	2216.01	7.44255	1113	5	177	0
55	0	8	0.0216626	1831.67	7.78924	1113	5	177	0
55	0	10	0.0228853	1704.09	7.98582	1113	5	177	0
55	0	12	0.0217784	1890.95	7.7094	1113	5	177	0
55	0	14	0.0214119	1860.65	7.76274	1113	5	177	0
55	0	16	0.021407	2135.91	7.75251	1113	5	177	0
55	0	18	0.0215682	1828.81	7.73896	1121	6.57895	115	1
55	0	20	0.0216025	1601.01	7.75218	1113	5	177	0
55	0	22	0.0183183	1908.76	7.82233	1113	5	177	0
55	0	24	0.0213536	1750.61	7.79941	1137	5.05051	64	1
55	0	26	0.0213521	1654.29	7.74724	1113	5	177	0
55	0	28	0.021675	1533.45	7.8395	1113	5	177	0
55	0	30	0.0212171	1727.36	7.76249	1113	5	177	0
55	0	32	0.0217697	1841.83	7.73427	1113	5	177	0
55	0	34	0.0216972	1526.24	7.75298	1113	5	177	0
55	0	36	0.0217472	1828.58	7.79022	1113	5	177	0
55	0	38	0.0216181	1635.08	7.77867	1113	5	177	0
55	0	40	0.0217542	1647.82	7.84041	1113	5	177	0
55	0	42	0.021547	1644.13	7.8224	1113	5	177	0
55	0	44	0.0306748	1719.09	8.02288	1113	5	177	0
55	0	46	0.0220539	1490.67	7.978	1113	5	177	0
55	0	48	0.0214523	1663.68	7.80075	1113	5	177	0
55	0	50	0.0225905	1766.83	8.00223	1113	5	177	0
55	0	52	0.0216963	1664.32	7.7325	1113	5	177	0
55	0	54	0.0219712	1675.68	7.77235	1113	5	177	0
55	0	56	0.0233509	1533.29	8.04758	1113	5	177	0
55	0	58	0.0214712	1512.82	7.77451	1113	5	177	0
55	0	60	0.0212856	1561.69	7.79631	1113	5	177	0
55	0	62	0.0218184	1415.89	7.85525	1113	5	177	0
55	1	0	0.0209026	1702.57	7.92779	1113	5	177	0
55	1	2	0.0202636	1841.19	7.97588	1113	5	177	0
55	1	4	0.0206328	1636.5	7.94537	1113	5	177	0
55	1	6	0.0205711	1539.79	7.96671	1113	5	177	0
55	1	8	0.0210508	1740.7	7.96896	1113	5	177	0
55	1	10	0.0205913	1627.43	7.97736	1113	5	177	0
55	1	12	0.0208135	1665.77	7.96778	1113	5	177	0
55	1	14	0.0210234	1949.05	7.98825	1113	5	177	0
55	1	16	0.0207625	2118.44	8.19462	1113	5	177	0
55	1	18	0.0211215	1405.82	7.94036	1113	5	177	0
55	1	20	0.0208762	1534.33	7.97209	1113	5	177	0
55	1	22	0.022292	1962.33	8.15826	1113	5	177	0
55	1	24	0.0205945	1610.85	7.89437	1113	5	177	0
55	1	26	0.0212149	1488.71	8.13423	1113	5	177	0
55	1	28	0.020541	1731.88	7.97148	1113	5	177	0
55	1	30	0.0206417	2020.12	7.99488	1113	5	177	0
55	1	32	0.0211363	1444.81	7.97721	1113	5	177	0
55	1	34	0.0212149	1974.36	8.30006	1113	5	177	0
55	1	36	0.0208904	1830.04	7.92495	1197	5.07614	26	1
55	1	38	0.0210264	1915.87	8.00224	1113	5	177	0
55	1	40	0.0205731	1692.34	8.05231	1113	5	177	0
55	1	42	0.0208083	1578.62	7.92165	1113	5	177	0
55	1	44	0.0209119	1920.78	7.86276	1199	4.90196	26	1
55	1	46	0.0212787	1700.7	7.92465	1113	5	177	0
55	1	48	0.0211964	1947.94	7.90309	1113	5	177	0
55	1	50	0.0208863	1504.46	7.93682	1113	5	177	0
55	1	52	0.020844	1673.92	7.91025	1113	5	177	0
55	1	54	0.0209994	2042.92	7.95082	1113	5	177	0
55	1	56	0.0209762	1694.77	7.87297	1113	5	177	0
55	1	58	0.0208703	2137.04	7.95146	1113	5	177	0
55	1	60	0.0218737	1835.85	8.16762	1113	5	177	0
55	1	62	0.0210114	1675.34	7.82021	1113	5	177	0
55	2	0	0.0207024	1851.48	7.76485	1113	5	177	0
55	2	2	0.0207438	2196.97	7.76528	1113	5	177	0
55	2	4	0.0206349	1698.96	7.76076	1113	5	177	0
55	2	6	0.0208341	1668.61	7.86215	1113	5	177	0
55	2	8	0.020362	1734.96	7.73541	1113	5	177	0
55	2	10	0.020716	1609.44	7.74438	1113	5	177	0
55	2	12	0.0212149	2326.13	8.06083	1113	5	177	0
55	2	14	0.0212149	1681.96	7.73495	1113	5	177	0
55	2	16	0.0212149	1714.57	8.02438	1113	5	177	0
55	2	18	0.0211398	1734.14	7.7191	1113	5	177	0
55	2	20	0.0208111	2219.54	7.73727	1113	5	177	0
55	2	22	0.021089	1676.29	7.82497	1113	5	177	0
55	2	24	0.0207923	1907.2	7.76966	1113	5	177	0
55	2	26	0.0210177	2193.32	7.80651	1113	5	177	0
55	2	28	0.0208259	1767.33	7.77301	1113	5	177	0
55	2	30	0.0205859	1693.7	7.79943	1113	5	177	0
55	2	32	0.020623	2210.57	7.75364	1113	5	177	0
55	2	34	0.0210542	1699.08	7.82327	1113	5	177	0
55	2	36	0.0209095	2229.99	7.80939	1199	5.2356	55	1
55	2	38	0.0207614	2089.21	7.77593	1113	5	177	0
55	2	40	0.0208285	2225.29	7.84643	1113	5	177	0
55	2	42	0.0201165	2103.23	7.80463	1113	5	177	0
55	2	44	0.0212615	1908.87	7.79201	1113	5	177	0
55	2	46	0.0205195	1598.59	7.72419	1113	5	177	0
55	2	48	0.0209651	1785.57	7.77301	1113	5	177	0
55	2	50	0.0201766	1813.9	7.84915	1113	5	177	0
55	2	52	0.0212149	1898.9	8.04187	1113	5	177	0
55	2	54	0.0222628	1681.56	7.7744	1113	5	177	0
55	2	56	0.0209714	1416.81	7.74187	1113	5	177	0
55	2	58	0.0212786	1789.57	7.76121	1113	5	177	0
55	2	60	0.0212149	1823.88	7.97641	1113	5	177	0
55	2	62	0.0212149	1823.88	7.97641	1113	5	177	0
55	3	0	0.0206429	1733.79	8.33252	1113	5	177	0
55	3	2	0.0206179	1698.7	8.29341	1113	5	177	0
55	3	4	0.0211013	1531.17	8.35274	1113	5	177	0
55	3	6	0.0212245	2057.71	8.25528	1113	5	177	0
55	3	8	0.020556	1834.23	8.24817	1113	5	177	0
55	3	10	0.0212149	1664.25	8.51501	1113	5	177	0
55	3	12	0.0212149	2062.36	8.48979	1113	5	177	0
55	3	14	0.0207644	1639.26	8.26692	1113	5	177	0
55	3	16	0.0211423	1607.39	8.28474	1113	5	177	0
55	3	18	0.0209179	1731.99	8.39539	1113	5	177	0
55	3	20	0.0212149	1780.67	8.53361	1113	5	177	0
55	3	22	0.0212149	1820.33	8.03925	1113	5	177	0
55	3	24	0.0209721	1526.67	8.26691	1113	5	177	0
55	3	26	0.0210213	2004.23	8.33149	1113	5	177	0
55	3	28	0.0346552	1729.34	8.32742	1113	5	177	0
55	3	30	0.0209341	1706.99	8.28362	1113	5	177	0
55	3	32	0.0208471	1798.66	8.33914	1113	5	177	0
55	3	34	0.0213421	1731.54	8.18568	1113	5	177	0
55	3	36	0.0210631	2035.49	8.24407	1113	5	177	0
55	3	38	0.021048	1643.4	8.19576	1113	5	177	0
55	3	40	0.0208007	1994.39	8.22541	1113	5	177	0
55	3	42	0.0209366	1793.96	8.25914	1113	5	177	0
55	3	44	0.0207331	2020.94	8.20131	1113	5	177	0
55	3	46	0.0203601	1672.88	8.1727	1113	5	177	0
55	3	48	0.0212149	1552.2	8.45114	1113	5	177	0
55	3	50	0.0208514	2019.54	8.28044	1113	5	177	0
55	3	52	0.0209377	1727.75	8.28797	1113	5	177	0
55	3	54	0.0212803	1921.32	8.28847	1113	5	177	0
55	3	56	0.020926	1929.01	8.25447	1113	5	177	0
55	3	58	0.0212149	1658.75	8.63036	1113	5	177	0
55	3	60	0.0209001	1919.48	8.40864	1113	5	177	0
55	3	62	0.0203691	1804.5	8.20852	1113	5	177	0
63	0	0	0.0222222	1500	9	2000	5	100	0
63	0	2	0.0222222	1500	9	2000	5	100	0
63	0	4	0.0222222	1500	9	2000	5	100	0
63	0	6	0.0222222	1500	9	2000	5	100	0
63	0	8	0.0222222	1500	9	2000	5	100	0
63	0	10	0.0222222	1500	9	2000	5	100	0
